category	paragraph_1	paragraph_2	len_paragraph_1	is_plagiarism	plagiarism_type
history	The Rhodanus provided a significant channel for communication and trade between the Mediterranean and central Gaul, and its chief tributary, the Arar (modern Saône), gave access to the Rhineland. The Rhodanus dominated the province of Narbonensis, flowing through Lugdunum (Lyon), Vienna (Vienne), Valentia (Valence), Acunum (Montélimar), Arausio (Orange), Avennio (Avignon), and Arelate (Arles), where the river divides into two large branches. These towns were established on the eastern side of the river’s bank and the via Agrippa.	Rhodanus provides a significant channel for communication and trade between Mediterranean and Central Gaul, and chairman of the tributary, Arar (modern Saône), provides access to Rhineland. Rhodanus dominated Narbonensis province, flowing through Lugdunum (Lyon), Vienne (Vienne), Valentia (Valence), Acunum (Montélimar), Arusio (Orange), Avennio (Avignon), and Arelate (Arles), where the river split the river into two Large branch. These cities were established on the east side of the river and Via Agrippa. 	3	True	paraphrase
history	Some of these cities, and others, may have received new rights from Hadrian, and at least one new Gallic colony was created at Avennio, perhaps even during this tour (Fraser, 2006). An inscription (now lost), found in Apt in 1786 and wrongly suspected for some time as fake (CIL XII 1120), mentions the Colonia Iulia Hadriana Avenniensis, showing that Hadrian elevated Avignon to a Roman colony. It was the highest status that a city could achieve. The medieval town of Avignon has left very few architectural remains from the Roman city, and none of its vestiges seems to have been dated to Hadrian’s time.	While these imitations of Egyptian styles and fashions (creatively altered for a Roman audience) were extremely popular, several Roman rulers went a step further. Rather than simply imitating Egyptian architecture, they brought some home with them from Egypt.	4	False	non-plagiarism
history	It is rather interesting to note that the funerary inscription from Apt mentions a priest (sacerdos) called Lucius Volusius Severianus (from the Voltinia tribe). They cared for the veneration of the goddess Urbs Roma Aeterna (the personification of the city of Rome)	It is rather interesting to note that the burial inscription from the apt mentions a priest (Scoerdos) called Lucius Volutions Severianus (from the voltinia tribe). They care for the respect for Dewi Urbs Roma Aeterna (the personification of Rome) 	2	True	paraphrase
history	Her cult had become official by establishing the recent festival Romaia (Natalis Urbis Romae) by Hadrian on the foundation day of the town (21 April 121) and the inauguration of the magnificent temple on the Velian Hill, which he dedicated to Roma Aeterna and Venus Felix. The eternity of the city thereby became an integral part of imperial propaganda and a subject of public worship	The letters were inscribed on slabs of Pentelic marble in Athens in AD 121.	2	False	non-plagiarism
history	Sacerdotes of this cult were to be found in Italy (outside Rome) and in the provinces in several towns (Ticinum CIL V 6991, Brixia CIL V 4484, Flavia Solva CIL III 5443).	The Phocaean city also shone by its schools of science and was home to many renowned sailors and explorers. In the 6th century BC, the Massaliote Euthymenes left the city to explore the coast of West Africa beyond the columns of Hercules. In the 4th century BC, Phytheas made a voyage of exploration to north-western Europe, visited a considerable part of modern-day Great Britain and Ireland, and went as far north as Iceland and the Arctic Circle.	1	False	non-plagiarism
history	Although no inscription confirms the presence of Hadrian at Lugdunum, his itinerary along the Rhône Valley can hardly have omitted the capital of the Three Gauls (Tres Galliae). A stay there would have been unavoidable, with some modern scholars even suggesting that he wintered there in 121/122	Before going further, I need to lay some groundwork for what follows. First, I am writing from the perspective of a secular humanist; this is, an atheist	2	False	non-plagiarism
history	However, the German frontier was probably his absolute goal. If that was the case, as argued by Birley (1997), there is no reason to believe that he stayed in Lugdunum over such a long period and that he continued to journey north towards the Rhine only in the spring of 122	However the German frontier was probably his absolute goal If that was the case equally argued away Birley (1997) in that location is atomic number 102 reason to believe that he stayed in Lugdunum ended such a long geological period and that he continuing to journey northland towards the Rhine only in the resile of 122	2	True	structural change
history	That would have left him very little time to inspect the limes before sailing to Britain in the summer of 122.	That would have left him very little time to inspect the limes before sailing to Britain in the summer of 122.	1	True	partial literal
history	Lugdunum was founded as a Roman colony in 43 BC by Lucius Munatius Plancus, nine years after Caesar had completed his conquest of Gaul. Thanks to its prime location at the confluence of the Rhône and Saône, the city became a great commercial centre for Gaul and the nodal point of Agrippa’s Gallic road network, at the centre of four converging roads	Lugdunum was founded as a Roman colony in 43 BC by Lucius Munatius Plancus, nine years after Caesar had completed his conquest of Gaul	2	True	partial literal
history	These radiated west to Aquitania, north to the Rhine and the northern coast, south to Arelate, Narbonne and the Mediterranean coast, and east to Lake Léman. Several decades after its foundations, Lugdunum received the favours of Augustus	According to Anthony Birley, there is a good chance that this Heliodorus was in fact C. Avidius Heliodorus, a Syrian from Cyrrhus, who served as Hadrian’s ab epistulis Graecis (secretary for Greek correspondence) and was prefect of Egypt between AD 138 and 142, and who is further known as the father of the usurper Avidius Cassius.	2	False	non-plagiarism
history	He decided to create a great sanctuary dedicated to the Imperial cult and establish an imperial mint that supplied gold and silver coins for half a century. As the capital and religious centre of the Three Gauls, Lugdunum was among the cities where the imperial authority was most present after Rome	So it seems that Hadrian headed to Gallia Narbonensis (southern France), then moved through Gallia Lugdunensis and from there went to Germany. He probably sailed from Ostia to Massilia (Marseille), southern Gaul’s main port, and proceeded up the Rhône River valley in the direction of Lugdunum (Lyon)	2	False	non-plagiarism
history	It was the residence of the governor of the province and many high imperial civil servants from the Equestrian order.	It would require a great many posts in this blog to attempt a meaningful summary of Byzantine art and history; that is a task best undertaken by others. But for those less familiar with Byzantium and its achievements, here is a very short list of websites, documentaries and books I believe to be of some value (all links open in a new tab):	1	False	non-plagiarism
history	Lugdunum was at the height of its prosperity at the time of Hadrian’s visit. It offered all the attractions of a great city and must have provided suitable accommodation for an emperor. The city boasted a forum, a temple of Roma and Augustus, a sanctuary for Cybele, a theatre, an odeon, an amphitheatre and a circus for chariot races.	The rigid system of clearly demarcated gender roles of active (male) and passive (female) partners, based on a patriarchy that championed dominance and success at all costs, underpinned the same societies’ magical practices. Yet it is important to note that even in magic featuring people of the same sex, aggressive language is employed because of the conventions that underlined ancient spells.	3	False	non-plagiarism
history	The majority of Lugdunum’s public buildings were built during the Augustan period. Hadrian is said to have embellished the city and commissioned the restorations of a number of these buildings that required repair	The majority of Lugdunum’s public buildings were built during the Augustan period	2	True	partial literal
history	However, the dating of these restorations is mainly due to tradition rather than scientific research. Even stratigraphic excavations and architectural decoration study have not precisely attributed these constructions or embellishments to Hadrian (Fellague, 2016)	However, the dating of these restorations is mainly due to tradition rather than scientific research	2	True	partial literal
history	For sure, Hadrian had a team of architects, surveyors and builders, and the Historia Augusta refers to imperial favours given during a trip. Still, the dating to Hadrian’s reign remains hypothetical.	Marcus became M. Aelius Aurelius Verus and Lucius became L	2	False	non-plagiarism
history	Tradition has it that Hadrian renovated and embellished the forum, repaired and decorated the theatre. The latter building, which originally had a seating capacity of 5000 spectators, was extended to seat 10,000	In 138, as his health had deteriorated steadily, Hadrian left for Baiae, a seaside resort on the Campanian coast. He died in the presence of his adopted son on 10 July. Antoninus succeeded to the throne, finalised Hadrian’s burial arrangements, and Marcus Aurelius held gladiatorial games at Rome. Antoninus had Aurelius’ betrothal to Ceionia Fabia annulled and arranged a marriage between him and Antoninus’ daughter Anna Galeria Faustina (the future Faustina the Younger).	2	False	non-plagiarism
history	The cavea was made bigger with the addition of a third row. The stage building was embellished with columns and statues, and the orchestra floor was renovated with grey granite paving bordered with pink and green marble	The cavea was ready-made big with the add-on of a one-third row The stagecoach construction was embellished with columns and statues and the orchestra floor was renovated with grey granite pavement bordered with rap and green marble	2	True	structural change
history	A cuirassed statue of Hadrian (of which only fragments remain) was placed in the scaenae frons. An Odeon was built to the south of the theatre at the end of the 1st or early 2nd century AD	A cuirassed statue of Hadrian (of which only fragments remain) was placed in the scaenae frons	2	True	partial literal
history	Its construction is sometimes attributed to Hadrian. Used for music and recitations, the Odeon was partly roofed and could hold around 3000 people seated in two rows of seats.	Its grammatical construction is sometimes attributed to Hadrian Used for euphony and recitations the Odeon was part roofed and could hold just about 3000 citizenry seated in two rows of seats 	2	True	structural change
history	The amphitheatre was enlarged and restored later in Hadrian’s reign, c. 130/136, to increase its capacity to 20,000 spectators	130/136, to increase its capacity to 20,000 spectators	2	True	partial literal
history	Thanks to a building inscription, we know that the original amphitheatre was built during the reign of Tiberius in AD 19 by Gaius Julius Rufus, a priest of Rome and Augustus and a native of Mediolanum Santonum (modern-day Saintes in western France). It was relatively small in size with a single tier of seating and a capacity of only 1,800 and was located at the sacred precinct at Condate (the Confluence) above the rivers on a hillside	Thanks to a building inscription, we know that the original amphitheatre was built during the reign of Tiberius in AD 19 by Gaius Julius Rufus, a priest of Rome and Augustus and a native of Mediolanum Santonum (modern-day Saintes in western France). It was relatively small in size with a single tier of seating and a capacity of only 1,800 and was located at the sacred precinct at Condate (the Confluence) above the rivers on a hillside	2	True	literal
history	During the reign of Hadrian, two tiers of seats were added around the old amphitheatre, bringing its dimensions to 143 x 117 m, comparable to the arenas of Nîmes and Arles.	During the reign of Hadrian, two levels of chairs were added around the old amphitheater, carrying their dimensions to 143 x 117 m, comparable to the arena Nimes and Arles. 	1	True	paraphrase
history	Near the amphitheatre (probably) stood the imperial Sanctuary of the Three Gauls. Inaugurated in 12 BC by Drusus, this religious complex dedicated to “Rome and Augustus” was the earliest and most important institution of its kind in the western part of the empire. It was here that every year in August, delegates from sixty cities from the three Gallic provinces met together to celebrate religious ceremonies and re-affirm their allegiance to the emperor (Concilium Galliarum). The connection between the sanctuary with the amphitheatre is clear from the seat inscriptions marking places for cult officials and council representatives.	fought with two daggers and little armor to weigh him down. Laquerarius was just like a retiarius (see above), but instead of a net, they used a lasso to trap their opponent.	4	False	non-plagiarism
history	The central element of the sanctuary was an altar that can be reconstructed from ancient written sources and representations on coins. The structure is shown to be rectangular, decorated in front with crowns and laurel branches in bas-reliefs and topped with tripods. It is flanked by two columns supporting statues of winged Victories, each holding a palm branch and garland.	About 100 of these access-points have been identified along the Gier aqueduct but there were originally around 1,000. The aqueduct was protected by a series of marker stones that served to delimit the areas where farming and other activities were not permitted	3	False	non-plagiarism
history	The altar appears to have been rebuilt (or adapted) as a covered temple by Hadrian, while the original columns supporting the statues of the Victories were replace by columns of Egyptian Syenite (Fishwick, 1972). There is indeed an inscription (CIL XIII 1685) that mentions a donation from Hadrian to the altar of the Three Gauls, but the gaps in the text do not allow us to specify the nature of this favour (Fellague, 2016). Unfortunately, no trace of the monument itself has been found.	For it has been granted to each Successor who will lead the School of Epicurus in Athens, both to make dispositions about the entire administration concerning the School by means of Greek testament, and to choose at will, either a Greek or Roman Head of the School. Because this excellent extension of authority has been granted to us – which binds us to express true gratitude to him who is verily a benefactor and guardian of all culture and therefore a most venerable emperor; to me personally also most dear in all respects as both an outstanding master and a good son – it is proper that each of those who have been trusted with the decision concerning the headship always tries to appoint in his own place the best of those who share in the doctrine and to attach more importance to the view of the community as a whole than to his own predilections for particular individuals	3	False	non-plagiarism
history	Another public building presumably built in the beginning of the 2nd century AD was the circus, the existence of which is confirmed by the magnificent mosaic of a chariot race discovered in 1806 in the Ainay district of Lyon, but also by a number of inscriptions. Its location is still debated, but it most probably stood on the heights of Fourvière behind the great theatre. The edifice would have measured 370 metres long and around 100 metres wide.	some other public construction presumptively assembled in the commencement of the 2nd century AD was the circus The impressive Mosaic of a chariot airstream observed in 1806 in the Ainay dominion of Lyons addicted the existence of which. simply also away vitamin A turn of inscriptions Its position is still debated simply it all but belik stood on the heights of Fourvière tail end the great dramatics The building would have measured 370 metres long-acting and more or less 100 metres wide 	3	True	structural change
history	The urban development of Lugdunum was intimately connected with the growth of its water supply. Four large aqueducts provided water to the city with a total length of 200 kilometres supplying 39,000 cubic metres per day	Marcus’ year of birth, 121, was known in the Roman records as the year when his grandfather, Marcus Annius Verus, was consul for the second time. Verus was a close friend of Hadrian and would assume a third consulship in 126, an enormous mark of honour	2	False	non-plagiarism
history	This was the second-largest network of Roman aqueducts after Rome itself. During the first decades of its foundation, two aqueducts were built that fed the hill town of Fourvière and Mont-d’Or	This was the second-largest network of Roman aqueducts after Rome itself	2	True	partial literal
history	A third, built under Claudius, brought water into the low-lying quarter of Les Minimes. A fourth, the Gier Aqueduct, was the longest (86 km) of the four and the most monumental	was armed with a sword and they carried a shield and wore a smooth helmet. Murmillo or fish-man, wore a heavy helmet and fought with a sword, and carried a shield.	2	False	non-plagiarism
history	To protect the water channel, the aqueduct was underground for 95% of its course, and the difference in altitude between the two ends was only 150 metres. Its piers and arcades have been preserved in many places, as have several large reservoirs linked by siphons: the most impressive remains are at Chaponost and Beaunant.	To protect the water channel the aqueduct was underground for 95% of its course and the divergence in altitude 'tween the two ends was only 150 metres Its piers and arcades have been preserved in many places equally have different sizable reservoirs linked aside siphons: the almost impressive remains ar At Chaponost and Beaunant 	2	True	structural change
history	Roman aqueducts required a comprehensive system of maintenance, cleaning and repair. They were access points at regular interval (77 metres or 240 Roman feet) where the vault of the channel was cut through by a sort of chimney with small cavities inside to help with the climbing down	Roman aqueducts required a comprehensive system of maintenance, cleaning and repair	2	True	partial literal
history	About 100 of these access-points have been identified along the Gier aqueduct but there were originally around 1,000. The aqueduct was protected by a series of marker stones that served to delimit the areas where farming and other activities were not permitted	The central element of the sanctuary was an altar that can be reconstructed from ancient written sources and representations on coins. The structure is shown to be rectangular, decorated in front with crowns and laurel branches in bas-reliefs and topped with tripods. It is flanked by two columns supporting statues of winged Victories, each holding a palm branch and garland.	2	False	non-plagiarism
history	Two Hadrianic stone inscriptions (CIL XIII, 1623) found on the Gier Aqueduct southwest of Lyon refer to a ban on cultivating land near the aqueduct. Hadrian prohibited ploughing, sowing and planting in the grounds reserved for the aqueduct’s protection to preserve the channel from any damage and avoid the water being polluted	Although no inscription confirms the presence of Hadrian at Lugdunum, his itinerary along the Rhône Valley can hardly have omitted the capital of the Three Gauls (Tres Galliae). A stay there would have been unavoidable, with some modern scholars even suggesting that he wintered there in 121/122	2	False	non-plagiarism
history	These marker stones must have been posted at regular intervals along the aqueduct’s course as both inscriptions were found 6 kilometres apart.	These spidol stones must have been posted regularly throughout the Aqueduct course because both inscriptions were found 6 kilometers apart. 	1	True	paraphrase
history	These two inscriptions have long been advanced as an argument for attributing the construction of the Gier aqueduct to Hadrian. Still, recent observations have led scholars and archaeologists to date the works to the beginning of the 1st century AD. However, these boundary stones teach us that the imperial administration intervened in protecting aqueducts in the capital of Gaul, like those of Rome.	These two inscriptions have long been advanced every bit AN argument for attributing the construction of the Gier aqueduct to Hadrian noneffervescent late observations have led scholars and archaeologists to day of the month the works to the first of the 1st century AD However these bound stones teach us that the imperial establishment intervened in protective aqueducts in the great of Gaul corresponding those of Rome 	3	True	structural change
history	Hadrian would then continue to the northern frontiers of Germania where he was to inspect the legions of the Rhineland and the system of fixed frontier defences ordered by him in 120 (see here). He may have have travelled to Germania from Lugdunum via Augusta Treverorum (Trier) to Mogontiacum (Mainz), the capital of Germania Superior. Milestones attest to the restoration of this street by Hadrian. Hadrian would return to Gaul in the autumn of 122, passing through this time on his way to Tarraco (Tarragona).	Hadrian would then continue to the northern frontiers of Germania where he was to inspect the legions of the Rhineland and the system of fixed frontier defences ordered by him in 120 (see here). He may have have travelled to Germania from Lugdunum via Augusta Treverorum (Trier) to Mogontiacum (Mainz), the capital of Germania Superior. Milestones attest to the restoration of this street by Hadrian. Hadrian would return to Gaul in the autumn of 122, passing through this time on his way to Tarraco (Tarragona).	4	True	literal
history	Fellague, Djamila. (2016)	(2016)	2	True	partial literal
history	La difficulté de datation des monuments: À propos des monuments de Lugudunum, en particulier ceux considérés comme hadrianiques. Revue Archeologique de l’Est	lah difficulté Delaware datation des monuments: À propos des monuments First State Lugudunum nut particulier ceux considérés comme hadrianiques review Archeologique Delaware l’Est	2	True	structural change
history	65. 187-214.	142	2	False	non-plagiarism
history	Christol, Michel and Marc Heijmans. (1992)	It was the site of an ancient Greek town, providing access to the Mediterranean through the sea of Marmara to the west, the Black Sea to the east, and sitting on the connection point of Rome’s Greek speaking Asian provinces and Latin speaking western provinces. It was, of course, called Constantinopolis (Constantinople).	2	False	non-plagiarism
history	Les colonies latines de Narbonnaise: un nouveau document d’Arles mentionnant la Colonia Julia Augusta Avennio. Gallia, Vol	Marcus became M. Aelius Aurelius Verus and Lucius became L	2	False	non-plagiarism
history	49, 1992, pp. 37-44.	49, 1992, pp	2	True	partial literal
history	Fishwick, Duncan (2002). The Imperial Cult in the Latin West	Fishwick, Duncan (2002). Empire cult in the Western Latin 	2	True	paraphrase
history	Studies in the Ruler Cult of the Western Provinces of the Roman Empire, III, part 1, Leiden- New York. p	p	2	True	partial literal
history	142	Sacerdotes of this cult were to be found in Italy (outside Rome) and in the provinces in several towns (Ticinum CIL V 6991, Brixia CIL V 4484, Flavia Solva CIL III 5443).	1	False	non-plagiarism
history	Marcus Aurelius Antoninus was born on 26 April 121 in Rome during the reign of Hadrian to an aristocratic family of Italo-Hispanic origin, the gens Annia. The family had settled in the southern Spanish province of Baetica, in the small town of Ucubi (modern-day Espejo), a few miles southeast of Corduba (modern-day Córdoba). It came to prominence and became wealthy through olive oil production in Spain.	The process used by the Egyptians was surprisingly straightforward. Initially, they levelled off the ground above a vein of granite. Then the rough shape of the obelisk was marked using hard stone pounders. Channels were carved in the rock around the shape of the obelisk before it was separated from the bedrock entirely by carving under its bulk.	3	False	non-plagiarism
history	His father was the praetor Marcus Annius Verus, who came from a wealthy senatorial family. His mother was Domitia Lucilla, the heiress of a wealthy family that owned a tile factory near Rome. She was well educated and could read Greek and Latin.	Happy 1900th Birthday to one of the 5 good #Roman Emperors, Marcus Aurelius. He was born in Rome on 26th April AD121 to Marcus Annius Verus & Domitia Lucilla . His great grandmother was Salonia Matidia, niece of Emperor Trajan & his great aunt was Sabina, wife of Emperor Hadrian pic.twitter.com/T3HJPymp9z — Trimontium Trust (@TrimontiumTrust) April 26, 2021	3	False	non-plagiarism
history	Marcus’ year of birth, 121, was known in the Roman records as the year when his grandfather, Marcus Annius Verus, was consul for the second time. Verus was a close friend of Hadrian and would assume a third consulship in 126, an enormous mark of honour	Marcus’ year of nascence 121 was best-known in the Roman records as the year when his grandfather Marcus Annius Verus was consul for the second time Verus was type A close friend of Hadrian and would take up A one-third consulship in 126 Associate in Nursing enormous soft touch of honour	2	True	structural change
history	Marcus’ grandfather married Rupilia Faustina, a daughter of the niece of Trajan, Salonia Matidia, Hadrian’s beloved mother-in-law (see here), and her elder half-sisters were Matidia Minor and Vibia Sabina, the wife of Hadrian. So Marcus’ paternal grandmother was the sister-in-law and third cousin of Hadrian	Grandpa Marcus married Rupilia Faustina, a daughter of Trajan's nephew, Salonia Matidia, her mother-in-law's mother-in-law (see here), and half her sister is Matidia Minor and Vibia Sabina, wife of Hadrian. So Marcus's father's grandmother was brother-in-law and the third cousin hadrian 	2	True	paraphrase
history	The couple had three children, Annia Galeria Faustina (Faustina the Elder), a future Empress who would marry Antoninus Pius (Hadrian’s successor), Marcus Annius Libo, a future consul (AD 128), and Marcus Annius Verus, the future father of Marcus Aurelius. Marcus’ grandfather Verus died in 138, nearly aged ninety	The couplet had three children Annia Galeria Faustina (Faustina the Elder) A future Empress who would splice Aurelius Pius (Hadrian’s successor) Marcus Annius Libo A future consul (AD 128) and Marcus Annius Verus the future father of Marcus Marcus Aurelius Antoninus Marcus’ grandfather Verus died in 138 most aged cardinal	2	True	structural change
history	Marcus would later say of him in his Meditations:	Marcus would subsequent say of him in his Meditations:	1	True	structural change
history	121 was also known as the year 874 Ab urbe condita (‘from the founding of the City’, the dating system of classical Rome). Just a few days before Marcus’ birth, Hadrian celebrated Rome’s 874th birthday with chariot races in the Circus Maximus and the establishment of a new festival, the Romaia (see here).	121 was besides known as the year 874 type AB urbe condita (‘from the founding of the City’ the geological dating system of rules of Hellenic Rome) Just A few days before Marcus’ birth Hadrian notable Rome’s 874th birthday with chariot races in the Circus Maximus and the establishment of A fresh festival the Romaia (see here) 	2	True	structural change
history	Marcus was originally named Marcus Annius Catilius Severus, after his maternal great-grandfather, Lucius Catilius Severus. He would later be called Marcus Annius Verus after his father. He was raised as a boy in the family’s house on the Caelian, one of the hills of Rome with many aristocratic villas, a district Marcus would affectionately refer to as “my Caelian”.	Marcus was originally named Marcus Annius Catilius Severus, after his maternal great-grandfather, Lucius Catilius Severus. He would later be called Marcus Annius Verus after his father. He was raised as a boy in the family’s house on the Caelian, one of the hills of Rome with many aristocratic villas, a district Marcus would affectionately refer to as “my Caelian”.	3	True	literal
history	Marcus was only three years old when his father died in 124. Though he can hardly have known him, Marcus wrote in his Meditations that he had learned “modesty and manliness” from his father’s memories and the man’s posthumous reputation.	According to Anthony Birley, there is a good chance that this Heliodorus was in fact C. Avidius Heliodorus, a Syrian from Cyrrhus, who served as Hadrian’s ab epistulis Graecis (secretary for Greek correspondence) and was prefect of Egypt between AD 138 and 142, and who is further known as the father of the usurper Avidius Cassius.	2	False	non-plagiarism
history	At his father’s death, Marcus was adopted by his paternal grandfather Verus, but his maternal great-grandfather also participated in his upbringing. He was brought up in his mother’s home (the Horti Domitiae Lucillae) on the Caelian Hill, although she probably did not spend much time with her son. As was the custom in aristocratic households, Marcus Aurelius was in the care of nurses. However, he was to credit her with teaching him religious piety and how to avoid the manners of the rich.	At his father’s death, Marcus was adopted by his paternal grandfather Verus, but his maternal great-grandfather also participated in his upbringing. He was brought up in his mother’s home (the Horti Domitiae Lucillae) on the Caelian Hill, although she probably did not spend much time with her son. As was the custom in aristocratic households, Marcus Aurelius was in the care of nurses. However, he was to credit her with teaching him religious piety and how to avoid the manners of the rich.	4	True	literal
history	He was a solemn child from the very beginning; and as soon as he passed beyond the age when children are brought up under the care of nurses, he was handed over to advanced instructors and attained to a knowledge of philosophy. HA Marcus 2.1	He is a khidmat child from the start; And so he passed the age when children were raised under nurses' care, he was handed over to the sophisticated instructor and reached the knowledge of philosophy. Ha Marcus 2.1. 	2	True	paraphrase
history	Hadrian seems to have favoured the young Marcus by the frankness of his character as he nicknamed him Verissimus, meaning “most truthful”. In 127, at the age of six, Marcus was enrolled in the order of the equites on the recommendation of Hadrian, and the following year he was made salius Palatinus, the highly respected priesthood dedicated to Mars that dates back to the early days of the settlement of Rome on the Palatine Hill. While Marcus was a Salii an auspicious omen heralding Marcus Aurelius’ future rule occurred. One day, when the members of the college were throwing their crowns onto the banqueting couch of the gods, as was customary, Marcus Aurelius’ crown fell on the brow of Mars (HA Marcus 4.1-4)	"Hadrian seemed to have liked Marcus Muda with his honesty of his character when he navigated him Verissimus, which means ""the most honest"". In 127, at the age of six, Marcus was registered in a syllable on the recommendation of Hadrian, and the following year he made salus palatinus, a highly respected priesthood dedicated to Mars from the early days of Rome's settlement on the Palatine Bukit. While Marcus was Sralii, his first dispute dispute, his first, Marcus Aurelius. One day, when college members threw their crown to the god banquet sofa, as usual, the Marcus Aurelius crown fell on Alis Mars (Ha Marcus 4.1-4) "	4	True	paraphrase
history	His elementary education began in 128 when Marcus reached the age of seven. His first teachers were Euphoric, Geminus, and an unnamed tutor	The second text is addressed to Heliodorus, the current head of the school and possibly the successor of Popillius Theotimus of our AD 121 letter. In this case, however, Hadrian refuses a request to construct new buildings and expensive offerings, judging them superfluous (Follet, 1994)	2	False	non-plagiarism
